201_headxflow,,184_headxflow,,163_headxflow,,all_npshxflow,,201_powerxflow,,184_powerxflow,,163_powerxflow,,201_effxflow,,184_effxflow,,163_effxflow,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
4.6502498693971965,67.22040040769723,2.1372801392913736,49.3679718283265,4.026593148057065,24.83091520671229,2.139254184832975,0.9834400658246238,4.6502498693971965,7.4091549658536735,2.1372801392913736,3.617552078048803,4.026593148057065,0.45849239139170095,4.666754241830603,17.657672812726673,2.157390687103929,24.402010144580174,4.050559472816065,44.25223542671114
4.760306937868984,67.07134352167807,2.2473372077631613,49.31064225678068,4.136650216528853,24.75065380654813,2.2493768974321746,1.0177750703717194,4.760306937868984,7.416467604017228,2.2473372077631613,3.6285210352941277,4.136650216528853,0.4767739868005947,4.776750423850579,17.73058456766563,2.2674300990644376,24.6389733481318,4.160579671469673,44.416286875323806
4.870364006340772,66.91082072134975,2.3573942762349507,49.264778599544016,4.246707285000641,24.670392406383968,2.3594949211651315,1.049657574594022,4.870364006340772,7.445718156671461,2.3573942762349507,3.639489992539467,4.246707285000641,0.4804303058823649,4.886756212524009,17.839952200074094,2.3774647076982216,24.85770861294867,4.270585460143103,44.52565450773221
4.9804210748125595,66.75029792102143,2.4674513447067383,49.20744902799818,4.356764353472428,24.59013100621982,2.4696129448980866,1.0815400788163174,4.9804210748125595,7.4566871139168,2.4674513447067383,3.6468026307030357,4.356764353472428,0.48774294404593377,4.996762001197437,17.9493198324825,2.487494513005279,25.058215939030788,4.380591248816533,44.63502214014068
5.090478143284347,66.60124103500229,2.577508413178526,49.161585370761514,4.466821421944216,24.521335520364815,2.5797356574972863,1.1158750833634201,5.090478143284347,7.474968709325708,2.577508413178526,3.665084226111915,4.466821421944216,0.5023682203730431,5.106753379890691,18.004003648686705,2.597529121639065,25.27695120384766,4.490606644143412,44.780845650018534
5.200535211756135,66.45218414898312,2.6875654816503136,49.09278988490652,4.576878490416004,24.429608205891483,2.689863058962729,1.1526625882353017,5.200535211756135,7.500562942898156,2.6875654816503136,3.683365821520823,4.576878490416004,0.5243061348637212,5.216763971890845,18.131599219829923,2.707563730272847,25.49568646866453,4.600607629490117,44.8719853436923
5.310592280227922,66.30312726296398,2.7976225501221013,49.0354603133607,4.686935558887791,24.360812720036492,2.7999810826956857,1.1845450924576042,5.310592280227922,7.5115319001434955,2.7976225501221013,3.683365821520823,4.686935558887791,0.5243061348637212,5.326755350584097,18.186283036034183,2.817598338906633,25.7144217334814,4.7106230248169965,45.017808853570216
5.42064934869971,66.14260446263566,2.907679618593889,48.989596656124036,4.796992627359581,24.280551319872345,2.9101037952948836,1.2188800970046998,5.42064934869971,7.537126133715944,2.907679618593889,3.701647416929717,4.796992627359581,0.5352750921090603,5.436765942584252,18.313878607177287,2.9276281442136884,25.91492905956352,4.8206240101637015,45.10894854724387
5.5307064171714995,65.98208166230735,3.0177366870656765,48.920801170269044,4.907049695831368,24.200289919708183,3.0202265078940833,1.2532151015518025,5.5307064171714995,7.5444387718794985,3.0177366870656765,3.7199290123386106,4.907049695831368,0.5499003684361696,5.54676212460423,18.386790362116244,3.0376627528474742,26.13366432438039,4.930644208817306,45.27299999585648
5.640763485643287,65.81009294766986,3.127793755537464,48.87493751303239,5.017106764303156,24.12002851954402,3.130349220493283,1.287550106098891,5.640763485643287,7.570033005451947,3.127793755537464,3.7272416505021653,5.017106764303156,0.5681819638450634,5.656767913277658,18.496157994524708,3.1476973614812565,26.35239958919726,5.040640390837286,45.345911750795494
5.750820554115075,65.62663831872321,3.237850824009252,48.771744284249905,5.127163832774944,24.028301205070704,3.240471933092481,1.3218851106459866,5.750820554115075,7.588314600860855,3.237850824009252,3.7382106077475044,5.127163832774944,0.5681819638450634,5.76677370195109,18.605525626933115,3.257722363461591,26.534678976544683,5.150655786164165,45.49173526067335
5.860877622586862,65.45464960408573,3.3479078924810395,48.71441471270407,5.237220901246731,23.94803980490653,3.3505946456916806,1.3562201151930822,5.860877622586862,7.602939877187964,3.3479078924810395,3.756492203156398,5.237220901246731,0.5791509210904024,5.87676508064434,18.66020944313732,3.3677521687686482,26.735186302626744,5.260647164857419,45.54641907687761
5.97093469105865,65.27119497513908,3.457964960952829,48.62268739823074,5.347277969718519,23.84484657612404,3.4607126694246375,1.3881026194153847,5.97093469105865,7.628534110760427,3.457964960952829,3.7711174794835216,5.347277969718519,0.5937761974175118,5.9867564593375935,18.71489325934158,3.4777723674222543,26.89923775123941,5.370662560184298,45.69224258675558
6.080991759530438,65.0992062605016,3.5680220294246165,48.54242599806658,5.4573350381903065,23.753119261650724,3.570840070890082,1.4248901242872734,6.080991759530438,7.635846748923967,3.5680220294246165,3.7711174794835216,5.4573350381903065,0.6120577928264197,6.0967622480110215,18.824260891749987,3.5878021727293117,27.099745077321586,5.48065393887755,45.74692640295979
6.191048828002225,64.92721754586412,3.678079097896404,48.473630512211585,5.567392106662094,23.672857861486563,3.6809627834892797,1.459225128834369,6.191048828002225,7.665097301578214,3.678079097896404,3.7930553939741856,5.567392106662094,0.6120577928264197,6.2067488233775485,18.860716769219437,3.6978223713829195,27.263796525934254,5.590664530877705,45.87452197410289
6.301105896474013,64.7322970026083,3.788136166368192,48.38190319773827,5.677449175133882,23.592596461322415,3.7910854960884794,1.4935601333814574,6.301105896474013,7.676066258823553,3.788136166368192,3.8113369893830935,5.677449175133882,0.626683069153529,6.316745005397525,18.93362852415845,3.8078473733632503,27.446075913281618,5.700660712897683,45.947433729041904
6.411162964945801,64.56030828797083,3.8981932348399795,48.313107711883276,5.7875062436056695,23.489403232539928,3.901208208687679,1.527895137928553,6.411162964945801,7.694347854232447,3.8981932348399795,3.8149933084648637,5.7875062436056695,0.6413083454806525,6.42674599074423,19.024768217832104,3.9178723753435847,27.62835530062904,5.810666501571113,46.05680136145031
6.521220033417588,64.37685365902416,4.008250303311767,48.232846311719115,5.897563312077459,23.409141832375767,4.011335610153122,1.5646826428004417,6.521220033417588,7.719942087804895,4.008250303311767,3.829618584791973,5.897563312077459,0.6559336218077618,6.536732566110755,19.06122409530161,4.027902180650642,27.8288626267111,5.920672290244543,46.166168993858776
6.631277101889378,64.17046720145919,4.118307371783555,48.1411189972458,6.0076203805492465,23.305948603593265,4.121463011618564,1.6014701476723303,6.631277101889378,7.7309110450502345,4.118307371783555,3.847900180200881,6.0076203805492465,0.6559336218077618,6.646733551457457,19.15236378897532,4.137917575977523,27.97468613658907,6.030668472264519,46.23908074879773
6.741334170361164,63.964080743894215,4.228364440255342,48.04939168277248,6.117677449021034,23.202755374810778,4.231585724217764,1.635805152219426,6.741334170361164,7.756505278622683,4.228364440255342,3.85886913744622,6.117677449021034,0.6705588981348711,6.756734536804165,19.243503482648975,4.247942577957854,28.156965523936435,6.140674260937949,46.3484483812062
6.851391238832953,63.75769428632923,4.33842150872713,47.93473253968081,6.227734517492822,23.09956214602829,4.341703747950719,1.6676876564417284,6.851391238832953,7.763817916786238,4.33842150872713,3.8625254565279903,6.227734517492822,0.6851841744619946,6.866716308843964,19.26173142138373,4.3579531699580105,28.284561095079653,6.250660836304474,46.38490425867565
6.961448307304739,63.55130782876426,4.448478577198918,47.82007339658915,6.3377915859646095,22.996368917245803,4.451831149416163,1.704475161313617,6.961448307304739,7.793068469440485,4.448478577198918,3.880807051936884,6.3377915859646095,0.6998094507891182,6.976707687537216,19.316415237587933,4.467978171938341,28.466840482427074,6.360661821651179,46.4760439523493
7.071505375776528,63.36785319981761,4.558535645670705,47.728346082115834,6.447848654436397,22.91610751708164,4.561953862015361,1.7388101658607127,7.071505375776528,7.807693745767594,4.558535645670705,3.902744966427562,6.447848654436397,0.6998094507891182,7.086699066230468,19.371099053792193,4.577998370591949,28.630891931039685,6.4706676103246075,46.58541158475771
7.181562444248314,63.17293265656179,4.668592714142495,47.62515285333335,6.557905722908185,22.80144837399,4.672076574614563,1.7731451704078012,7.181562444248314,7.822319022094703,4.668592714142495,3.902744966427562,6.557905722908185,0.7180910461980119,7.1966760349435415,19.371099053792193,4.688018569245555,28.794943379652352,6.580649382364408,46.60363952349252
7.291619512720104,62.96654619899682,4.778649782614282,47.52195962455086,6.667962791379974,22.709721059516653,4.782199287213762,1.8074801749548968,7.291619512720104,7.847913255667166,4.778649782614282,3.921026561836456,6.667962791379974,0.7327163225251212,7.306681823616971,19.4804666862006,4.79802916124571,28.922538950795456,6.690655171037838,46.713007155900925
7.401676581191893,62.74869382712267,4.88870685108607,47.41876639576836,6.77801985985176,22.59506191642501,4.892326688679205,1.8442676798267854,7.401676581191893,7.858882212912505,4.88870685108607,3.9393081572453497,6.77801985985176,0.7436852797704603,7.416658792330045,19.4804666862006,4.908044556572591,29.068362460673427,6.8006609597112675,46.82237478830939
