107_1_headxflow,,107_1_npshxflow,,107_1_powerxflow,,107_1_effxflow,
X,Y,X,Y,X,Y,X,Y
0.009559256502467584,19.986998947059263,0.02849786659753306,0.9828084479270203,0.009553441869558643,0.1843404234721886,0.009520973306563096,0.38082517900875246
0.0463332358238846,19.98358267039036,0.06528375480274828,0.9631289140692445,0.04630505259041495,0.1869092860582895,0.04620337306598987,1.6705270677269937
0.08310721514530162,19.98358267039036,0.1020657318347058,0.9361097842254509,0.0830566633112717,0.18929465845966842,0.08288442519867978,2.9792073912529986
0.11988119446671863,19.98358267039036,0.13885813866201557,0.9286629103443929,0.11980827403212801,0.19168003086104735,0.11956817258484254,4.249930845163362
0.15665517378813565,19.973333840383635,0.17564141941839218,0.9040903124959385,0.15655988475298477,0.19424889344714824,0.15625326759774127,5.5016758642659624
0.19342915310955267,19.942587350363464,0.21243773741895877,0.9039830346008912,0.19331149547384152,0.19663426584852717,0.19294105786411286,6.715464013752808
0.23020313243096968,19.925505967018925,0.24922101817533537,0.879410436752444,0.23006310619469783,0.19920312843462806,0.22962884813048445,7.929252163239653
0.2669771117523867,19.901592030336573,0.2860147287270638,0.8744100948667182,0.2668147169155546,0.20177199102072896,0.2663152907701192,9.162018747534376
0.3037510910738037,19.870845540316406,0.32281104672763083,0.8743028169716709,0.3035663276364109,0.20415736342210788,0.3030057762899627,10.337850027405693
0.34052507039522073,19.853764156971867,0.35959693493284517,0.8546232831138951,0.34031793835726765,0.20654273582348726,0.3396962618098067,11.513681307276897
0.37729904971663775,19.819601390282788,0.39638803803573586,0.8447298772374907,0.37706954907812396,0.20892810822486663,0.3763867473296507,12.689512587148101
0.41407302903805476,19.795687453600436,0.433184356036302,0.8446225993424505,0.4138211597989807,0.21131348062624555,0.41307992810296623,13.827386997403664
0.4508470083594722,19.768357240249173,0.46998067403686905,0.8445153214474033,0.45057277051983746,0.21388234321234645,0.44977176124954577,14.984239842467105
0.48762098768088924,19.737610750229006,0.5067769920374352,0.844408043552356,0.4873243812406942,0.2160842254290043,0.4864635943961271,16.141092687530488
0.5243949670023063,19.696615430202115,0.5435628802426495,0.8247285096945873,0.5240759919615501,0.21865308801510475,0.523156775169443,17.27896709778605
0.5611689463237233,19.665868940181944,0.5803539833455402,0.8148351038181829,0.5608276026824068,0.22103846041648412,0.5598513035694945,18.397863073233793
0.5979429256451403,19.63170617349287,0.6171503013461064,0.8147278259231356,0.5975792134032636,0.22360732300258457,0.5965471795962833,19.497780613873715
0.6347169049665573,19.59754340680379,0.6539492267955107,0.8195136120187669,0.6343308241241203,0.22580920521924241,0.6332470985032805,20.54076285009006
0.6714908842879743,19.563380640114715,0.6907585820402677,0.8438716540771338,0.6710824348449771,0.22782759725117874,0.6699551031706945,21.469874477459484
0.7082648636093913,19.525801596756732,0.7275549000408339,0.8437643761820866,0.707834045565833,0.229479008913672,0.7066644554648449,22.380007670021087
0.7450388429308084,19.48822255339875,0.7643512180414,0.8436570982870393,0.7445856562866897,0.23149740094560833,0.7433765030124682,23.252183992967048
0.7818128222522254,19.447227233371855,0.8747636390826403,0.887372840518033,0.7813372670075465,0.23333230279282313,0.7800912458135634,24.086403446297254
0.8185868015736424,19.406231913344964,0.9115521347366928,0.8725863706509429,0.8180888777284032,0.23553418500948053,0.816804640987923,24.939601334435338
0.8553607808950594,19.36865286998698,0.948360186257029,0.8944978807139634,0.8548404884492591,0.2375525770414173,0.8535193837890183,25.773820787765544
0.8921347602164764,19.327657549960087,0.9851604154308533,0.9017301988049411,0.8915920991701158,0.23938747888863166,0.8902381694703227,26.551104936672402
0.9289087395378934,19.283245953264288,1.0219567334314195,0.9016229209098938,0.9283437098909726,0.2415893611052895,0.9269569551516263,27.328389085579147
0.9656827188593105,19.242250633237397,1.0587647849517565,0.9235344309729143,0.9650953206118293,0.24360775313722582,0.96367574083293,28.105673234485835
1.0024566981807275,19.201255313210506,1.09556501412558,0.930766749063892,1.001846931332686,0.24580963535388367,1.0003999170211784,28.807043644161297
1.0392306775021445,19.156843716514704,1.1323665470238224,0.940445599150209,1.038598542053542,0.24801151757054152,1.0371254408361632,29.48943561902888
1.0760046568235615,19.112432119818905,1.1691732948197395,0.9599105772178831,1.0753501527743987,0.25021339978719936,1.0738455741442041,30.247741333127863
1.1127786361449785,19.068020523123106,1.2059696128203057,0.9598032993228358,1.1121017634952555,0.25241528200385677,1.110568402705716,30.968090177611145
1.1495526154663955,19.023608926427308,1.242781575513901,0.9890544053718813,1.1488533742161122,0.2546171642205146,1.1473020122811195,31.53661154363175
1.1863265947878125,18.97919732973151,1.279577893514467,0.988947127476834,1.185604984936969,0.25681904643717246,1.1840275360961043,32.219003518499335
1.2231005741092296,18.93478573303571,1.316383337585965,1.0059655735491688,1.2223565956578248,0.2592044188385514,1.220761145671506,32.78752488451994
1.2598745534306466,18.886957859671,1.3531861742086275,1.0180909556308322,1.2591082063786816,0.26140630105520923,1.2574893647399636,33.43195998977188
1.2966485327520636,18.8425462629752,1.389998136902221,1.0473420616798776,1.2958598170995383,0.26360818327186664,1.2942229743153653,34.000481355792544
1.3334225120734806,18.794718389610495,1.4267970623516253,1.052127847775509,1.332611427820395,0.265993555673246,1.3309565838907678,34.56900272181315
1.3701964913948976,18.74347423957688,1.4636064175963805,1.0764858898338687,1.369363038541251,0.2683789280746254,1.3676955839731142,35.06161034860236
1.4069704707163146,18.692230089543266,1.5004105579434612,1.0910578039108643,1.4061146492621077,0.2705808102912832,1.404433236428725,35.5731964101995
1.4437444500377317,18.64098593950965,1.537214698290541,1.105629717987867,1.4428662599829645,0.27296618269266215,1.441170888884336,36.084782471796586
1.4805184293591487,18.589741789476037,1.5740240535352972,1.1299877600462196,1.4796178707038212,0.2753515550940411,1.4779125842201553,36.53943322897027
1.5172924086805666,18.535081362773514,1.6108268901579579,1.142113142127883,1.516369481424678,0.2775534373106989,1.5146542795559754,36.994083986143835
1.5540663880019836,18.48042093607099,1.6476349416782958,1.1640246521909035,1.5531210921455338,0.27993880971207874,1.5513919320115863,37.50567004774098
1.5908403673234006,18.412095402692838,1.684442993198632,1.185936162253924,1.5898727028663906,0.28232418211345767,1.5881322797206692,37.97929923972242
1.6276143466448176,18.357434975990316,1.7212484372701309,1.2029546083262588,1.6266243135872474,0.2847095545148366,1.6248793655634333,38.35803625766471
1.6643883259662346,18.289109442612162,1.7580551850660497,1.2224195863939329,1.663375924308104,0.28709492691621596,1.661625103779461,38.75575171041487
1.7011623052876517,18.23103273924073,1.794865844035224,1.2492241604476462,1.7001275350289609,0.2896637895023164,1.698372189622225,39.1344887283571
1.7379362846090687,18.15929092919367,1.831672591831142,1.2686891385153203,1.7368791457498167,0.29204916190369623,1.7351192754649891,39.51322574629944
1.7747102639304857,18.090965395815516,1.86847933962706,1.2881541165829944,1.7736307564706735,0.29443453430507516,1.7718636660542812,39.92991963385731
1.8114842432519027,18.022639862437366,1.905287391147398,1.310065626646015,1.8103823671915302,0.2968199067064541,1.8086134471505173,40.270699782183954
1.8482582225733197,17.954314329059212,1.9420993538409914,1.3393167326950604,1.847133977912387,0.2992052791078339,1.8453645758734916,40.592501495702834
1.8850322018947367,17.88257251901215,1.9789087090857467,1.363674774753413,1.8838855886332428,0.3017741416939339,1.882118399849936,40.87634633960596
1.9218061812161538,17.803998155627273,2.0157167606060846,1.3855862848164335,1.9206371993540996,0.3041595140953137,1.9188695285729094,41.198148053124726
1.9585801605375708,17.72200751557349,2.0525248121264217,1.4074977948794611,1.9573888100749564,0.30654488649669265,1.9556220049226183,41.50097133183573
1.9953541398589878,17.64684942885752,2.089335471095596,1.4343023689331602,1.994140420795813,0.3089302588980716,1.9923758288990636,41.784816175738854
2.032128119180405,17.571691342141555,2.1261461300647704,1.4611069429868593,2.03089203151667,0.311682611668894,2.029135043382453,41.99274728041064
2.068902098501822,17.489700702087774,2.1629567890339465,1.4879115170405512,2.0676436422375257,0.31406798407027336,2.0658929102391066,42.219656819890304
2.105676077823239,17.40429378536508,2.199767448003121,1.5147160910942645,2.1043952529583825,0.3166368466563738,2.1026494294690248,42.46554479417779
