225_1_headxflow,,207_1_headxflow,,192_1_headxflow,,177_1_headxflow,,all_1_npshxflow,,225_1_powerxflow,,207_1_powerxflow,,192_1_powerxflow,,177_1_powerxflow,,225_1_effxflow,,207_1_effxflow,,192_1_effxflow,,177_1_effxflow,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
40.41380215708829,83.94542771067131,37.269402051697284,71.02809801415466,35.46137199109745,62.80375500594083,35.46137199109745,53.046059911449845,35.33459513373741,1.7330776933458232,40.41380215708829,24.668070129824997,37.269402051697284,19.235198275056604,35.46137199109745,15.66880002857775,35.46137199109745,12.328625012044768,40.426463314726085,50.81401497025854,37.27824023048354,50.85829791369525,35.46801195704408,52.60747417944651,35.46801195704408,56.57079761703477
40.88546217289694,83.78279945909645,37.741062067505936,70.9119349773155,35.9330320069061,62.780522398573,35.9330320069061,53.046059911449845,35.80682859637379,1.7385683920031383,40.88546217289694,24.789418904036467,37.741062067505936,19.333669138195887,35.9330320069061,15.75201895100227,35.9330320069061,12.381340053039793,40.89869677736247,51.068641895019766,37.75047369311992,51.15720778189325,35.94024541968046,52.961737726940385,35.94024541968046,56.91399042866942
41.357122188705596,83.71310163699295,38.21272208331459,70.81900454784414,36.404692022714755,62.664359361733815,36.404692022714755,52.97636208934634,36.27906205901017,1.7468044399891092,41.357122188705596,24.880263796818383,38.21272208331459,19.424514030977804,36.404692022714755,15.812359962354662,36.404692022714755,12.464558975464314,41.37093023999885,51.34541029149938,38.222707155756304,51.46718838595041,36.41247888231684,53.3381427461527,36.41247888231684,57.27932471202257
41.82878220451424,83.57370599278593,38.68438209912323,70.70284151100498,36.87635203852341,62.62951045068206,36.87635203852341,52.90666426724283,36.751295521646554,1.7522951386464243,41.82878220451424,25.016864511744586,38.68438209912323,19.545862805189273,36.87635203852341,15.903204855136579,36.87635203852341,12.547777897888864,41.84316370263523,51.61110795211982,38.694940618392685,51.7660982541484,36.88471234495322,53.70347702950579,36.88471234495322,57.60037605193895
42.30044222032289,83.43431034857892,39.156042114931886,70.60991108153362,37.34801205433206,62.5249637175268,37.34801205433206,52.836966445139325,37.223528984282936,1.75504048797508,42.30044222032289,25.138213285956027,39.156042114931886,19.63670769797119,37.34801205433206,15.994049747918496,37.34801205433206,12.615744879598651,42.31539716527161,51.91001782031782,39.16717408102907,52.0650081223464,37.356945807589604,54.01345763356301,37.356945807589604,57.965710335292044
42.772102236131545,83.3529962227915,39.62770213074054,70.49374804469446,37.81967207014071,62.50173111015897,37.81967207014071,52.76726862303582,37.69576244691932,1.763276535961051,42.772102236131545,25.229058178737944,39.62770213074054,19.70467467968095,37.81967207014071,16.092520611057807,37.81967207014071,12.668459920593648,42.787630627907994,52.175715480938266,39.63940754366545,52.330705782966845,37.829179270225985,54.32343823762017,37.829179270225985,58.275690939349204
43.2437622519402,83.20198427490057,40.09936214654919,70.35435240048743,38.291332085949364,62.39718437700371,38.291332085949364,52.69757080093231,38.1679959095557,1.7715125839470254,43.2437622519402,25.342780982592018,40.09936214654919,19.818397483535023,38.291332085949364,16.17573953348233,38.291332085949364,12.736426902303435,43.259864090544376,52.44141314155871,40.11164100630183,52.64068638702406,38.30141273286237,54.677701785114095,38.30141273286237,58.60781301512475
43.71542226774885,83.10905384542923,40.57102216235784,70.26142197101609,38.76299210175801,62.36233546595196,38.76299210175801,52.627872978828805,38.64022937219208,1.7783759572686684,43.71542226774885,25.456503786446063,40.57102216235784,19.90924237631694,38.76299210175801,16.25133248554951,38.76299210175801,12.804393884013194,43.73209755318076,52.70711080217916,40.58387446893821,52.91745478350367,38.77364619549875,55.00982386088964,38.77364619549875,58.92886435504113
44.1870822835575,82.9580418975383,41.042682178166494,70.18010784522866,39.23465211756666,62.246172429112775,39.23465211756666,52.5581751567253,39.11246283482846,1.7866120052546393,44.1870822835575,25.577852560657533,41.042682178166494,20.000087269098884,39.23465211756666,16.342177378331428,39.23465211756666,12.864734895365586,44.20433101581714,52.972808462799605,41.056107931574594,53.19422317998328,39.24587965813513,55.3198044649468,39.24587965813513,59.21670348737996
