143_headxflow,,137_headxflow,,127_headxflow,,117_headxflow,,105_headxflow,,all_npshxflow,,143_powerxflow,,137_powerxflow,,127_powerxflow,,117_powerxflow,,105_powerxflow,,143_effxflow,,137_effxflow,,127_effxflow,,117_effxflow,,105_effxflow,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.7428822404217517,37.295271402504014,0.7428822404217517,34.11452412571591,0.992935717374209,29.413156440287885,0.992935717374209,24.78154198461398,1.356649865668695,19.59190169090708,0.7428822404217517,0.9845349561308794,0.7434608091448229,1.0981642218949084,0.6524614554535422,0.9901723178807948,0.9937090317958415,0.7762149612580593,0.9937090317958415,0.5584697650883541,1.3577064465609592,0.331712417942331,0.7434608091448212,10.334683964493593,0.7434608091448212,9.039441896856601,0.9937090317958415,13.171880874555768,0.9937090317958415,14.426004146394916,1.334956608138139,20.55270472029713
0.8792750460321841,37.22551817274989,0.8792750460321841,34.037795572986376,1.1293285229846415,29.329452564582937,1.1293285229846415,24.711788754859846,1.4930426712791256,19.543074430079187,0.8792750460321841,0.9955495837835571,0.8799598396817423,1.11193896119552,0.7889604859904615,0.9883938288835701,1.1302080623327608,0.7863301174297703,1.1302080623327608,0.5658402339133843,1.4942054770978803,0.3399977825495881,0.8799598396817405,11.506569644736715,0.8799598396817405,10.273005770796658,1.1302080623327608,14.364325952697868,1.1302080623327608,15.659568020334973,1.4714556386750601,21.642352808944338
1.0156678516426147,37.14878962002035,1.0156678516426147,33.96804234323225,1.2657213285950721,29.266674657804224,1.2657213285950721,24.642035525105733,1.6294354768895563,19.466345877349653,1.0156678516426147,1.0175788390889124,1.0164588702186617,1.1247988047139081,0.9254595165273809,0.9994238808375044,1.266707092869682,0.7946154820370275,1.266707092869682,0.575040494302872,1.6307045076348015,0.3455384598101716,1.0164588702186599,12.678455324979723,1.0164588702186599,11.323591003435581,1.2667070928696802,15.515652235041898,1.2755542522563346,16.33117501836898,1.6079546692119777,22.73200089759132
1.1520606572530472,37.079036390266225,1.1520606572530472,33.89828911347812,1.4021141342055063,29.196921428050096,1.4021141342055063,24.586232941302427,1.7658282824999905,19.410543293546354,1.152060657253049,1.0175788390889124,1.1529579007555792,1.1376586482322928,1.061958547064302,1.0077092454447651,1.4032061234065996,0.8047306382087385,1.4032061234065996,0.5833258589101327,1.767203538171719,0.3510791370707551,1.152957900755581,13.644747026232835,1.2894569312924986,13.850341005222845,1.4032061234066013,16.646419119487064,1.4145810426180105,17.48250130071301,1.7444536997488989,23.780530190440345
1.2884534628634778,37.009283160512105,1.2884534628634778,33.83551120669941,1.538506939815937,29.141118844246797,1.538506939815937,24.516479711548307,1.9022210881104211,19.361716032718462,1.2884534628634796,1.025839809828419,1.2894569312925004,1.1523482833151313,1.1984575776012196,1.0153846795305412,1.5397051539435207,0.8157606901626728,1.5397051539435207,0.5906963277351593,1.9037025687086402,0.35844960589578534,1.3235816889267298,15.053065782314434,1.4259559618294197,15.022226685465853,1.539705153943519,17.797745401831094,1.5478300962373837,18.87270820626452,1.88095273028582,24.89073767698642
1.4248462684739085,36.93952993075798,1.4248462684739085,33.758782653969874,1.6748997454263677,29.07136561449267,1.6748997454263677,24.460677127745,2.0386138937208518,19.298938125939742,1.4248462684739103,1.042361751307439,1.4259559618294215,1.1670379183979698,1.3349566081381408,1.030226797243749,1.6762041844804383,0.8249609505521605,1.6762041844804383,0.5980667965601967,2.0402015992455578,0.362160491591915,1.4145810426180105,15.741805611930886,1.562454992366341,16.111874774112948,1.67620418448044,18.825715296781027,1.6843291267743048,19.982915692810593,2.0174517608227376,25.898148174037487
1.5612390740843427,36.86280137802844,1.5612390740843427,33.69600474719116,1.8112925510368019,29.008587707713957,1.8112925510368019,24.39092389799088,2.175006699331286,19.222209573210208,1.5612390740843445,1.0506227220469455,1.5624549923663391,1.179897761916358,1.471455638675062,1.0472036717821496,1.8127032150173594,0.8350761067238643,1.8127032150173594,0.6081819527319041,2.176700629782479,0.37136075198139906,1.5852048307891593,17.222082260659022,1.6989540229032585,17.263201056457092,1.8127032150173576,19.9359227833271,1.8208281573112224,21.022633815131485,2.1539507913596587,26.884999273189578
1.6976318796947734,36.7860728252989,1.6976318796947734,33.63322684041245,1.9476853566472325,28.93883447795983,1.9476853566472325,24.34209663716299,2.3113995049417166,19.16640698940691,1.6976318796947751,1.0643910066127944,1.6989540229032603,1.1936725012169696,1.6079546692119795,1.0591486195183109,1.9492022455542806,0.8451912628955789,1.9492022455542806,0.614637525774711,2.3131996603193965,0.37415674189530534,1.7217038613260804,18.4350867367001,1.8354530534401796,18.291170951407025,1.9492022455542788,21.005011474075218,1.9492022455542788,22.361931735409257,2.2904498218965763,27.892409770240533
1.834024685305204,36.71631959554478,1.834024685305204,33.55649828768291,2.084078162257663,28.876056571181117,2.084078162257663,24.27234340740886,2.4477923105521473,19.11060440560361,1.8340246853052058,1.0781592911786362,1.8354530534401778,1.2083621362998045,1.7444536997489006,1.0710935672544757,2.085701276091198,0.854391523285063,2.085701276091198,0.6220079945997483,2.4496986908563176,0.38335700228478586,1.858202891862998,19.442497233751055,1.9719520839770972,19.339700244256164,2.0857012760911964,21.93018437953026,2.093826218385061,23.154937082942183,2.4269488524334974,28.838142073594668
