097_1_headxflow,,095_1_headxflow,,086_1_headxflow,,all_1_npshxflow,,097_1_powerxflow,,095_1_powerxflow,,086_1_powerxflow,,097_1_effxflow,,095_1_effxflow,,086_1_effxflow,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
1.836412782713615,16.9861743068397,1.8154462879903592,14.061212146875949,1.7874909616926855,11.58280909530361,1.842830590852496,2.017251893517706,1.8352809656869384,0.27728456385215994,1.8143428424044457,0.1977752206190555,1.7864253446944547,0.1327553289092891,1.843563325736378,41.809961148033835,1.8231812327723995,47.97355722877495,1.7961677107336147,57.99412754409025
1.8783457721601255,16.947100384855453,1.8573792774368698,14.024929219319148,1.829423951139196,11.535362190037024,1.8847351896494153,2.0248835189052556,1.877157212251925,0.2794762455951858,1.8562190889694312,0.19984514226524652,1.8283015912594411,0.13433821016814118,1.8854788014342656,42.24481608624558,1.8651001196992354,48.44622563987474,1.8380814808170287,58.41007574585814
1.9202787616066361,16.908026462871206,1.8993122668833804,13.9858552973349,1.8713569405857067,11.49349727362533,1.9266397884463347,2.0340414693703153,1.9190334588169113,0.2819114475318809,1.8980953355344177,0.20154978362093345,1.8701778378244267,0.13579933133015842,1.9273925715176787,42.66076428801341,1.907020712240545,48.937800787418496,1.8799952509004418,58.82602394762597
1.9622117510531467,16.86616154645951,1.9412452563298919,13.94678137535065,1.9132899300322173,11.448841362786187,1.968544387243254,2.035567794447825,1.960909705381897,0.2842248893717416,1.9399715820994041,0.20349794517028963,1.9120540843894132,0.13738221258901007,1.969309752830041,43.114525962669234,1.9489413047818553,49.42937593496225,1.9219056097549085,59.204158676505756
2.0041447404996573,16.821505635620365,1.9831782457764024,13.910498447793849,1.9552229194787287,11.4013944575196,2.0104489860401733,2.0447257449128813,2.0027859519468834,0.2865383312116019,1.9818478286643906,0.20520258652597656,1.9539303309543996,0.1388433337510273,2.0112269341424023,43.568287637325,1.9908584860942167,49.88313760961802,1.9638142629948998,59.56338666894163
2.046077729946168,16.779640719208672,2.025111235222913,13.874215520237044,1.9971559089252393,11.359529541107904,2.0523535848370926,2.053883695377941,2.04466219851187,0.28897353314829743,2.023724075229377,0.20702898797849834,1.995806577519386,0.14030445491304455,2.0531407042258163,43.98423583909272,2.0327790786355253,50.37471275716189,2.0057246218493656,59.94152139782142
2.0880107193926785,16.737775802796975,2.0670442246694236,13.83235060382535,2.03908889837175,11.309291641413871,2.094258183634012,2.0554100204554473,2.0865384450768563,0.291408735084993,2.0656003217943635,0.20873362933418482,2.0376828240843725,0.14188733617189664,2.0950578855381785,44.43799751374854,2.074694554333414,50.80956769537363,2.0476315694748832,60.28184265381327
2.12994370883919,16.693119891957835,2.108977214115934,13.793276681841103,2.0810218878182605,11.267426725002174,2.1361627824309313,2.0660942959980204,2.1284146916418427,0.2937221769248537,2.107476568359349,0.21056003078670615,2.079559070649358,0.14334845733391388,2.1369682443926443,44.81613224262844,2.1166100300313015,51.24442263358537,2.0895402227148754,60.64107064624909
2.1718766982857005,16.648463981118695,2.150910203562445,13.759784748711745,2.122954877264771,11.219979819735588,2.1780673812278506,2.0721995963080566,2.170290938206829,0.29603561876471396,2.1493528149243355,0.21226467214239308,2.1214353172143445,0.14480957849593112,2.1788786032471092,45.19426697150823,2.1585238001147156,51.660370835353206,2.1314454647259193,60.96248516579692
2.213809687732211,16.603808070279552,2.1928431930089554,13.717919832300051,2.1648878667112816,11.175323908896448,2.21997198002477,2.0813575467731162,2.2121671847718147,0.2984708207014095,2.191229061489322,0.21409107359491486,2.163311563779331,0.1463924597547832,2.220788962101575,45.57240170038801,2.2004375701981287,52.076319037121095,2.1733490011224887,61.26499294890084
2.2557426771787217,16.559152159440412,2.234776182455466,13.678845910315804,2.206820856157792,11.127877003629862,2.2618765788216892,2.0905154972381723,2.254043431336801,0.3007842625412702,2.2331053080543084,0.2159174750474362,2.2051878103443174,0.14785358091680045,2.262702732184989,45.988349902155846,2.2423530458960172,52.51117397533284,2.215252537519059,61.567500732004646
2.2976756666252323,16.511705254173826,2.2767091719019765,13.642562982759,2.248753845604303,11.083221092790719,2.3037811776186086,2.096620797548212,2.2959196779017876,0.30321946447796533,2.274981554619295,0.21750035630628828,2.247064056909304,0.14919294198198285,2.3046147966539285,46.385391367479656,2.284263404750482,52.889308704212624,2.2571560739156293,61.87000851510851
2.339608656071743,16.467049343334683,2.318642161348488,13.59790707191986,2.2906868350508134,11.038565181951576,2.345685776415527,2.1088313981682916,2.337795924466774,0.3054111462209912,2.3168578011842813,0.2193267577588096,2.2889403034742903,0.1506540631440001,2.346521744279447,46.72571262347151,2.326173763604948,53.267443433092524,2.299059610312198,62.17251629821243
2.3815416455182534,16.419602438068097,2.3605751507949986,13.553251161080716,2.332619824497325,10.99111827668499,2.3875903752124463,2.113410373400818,2.3796721710317605,0.30760282796401706,2.358734047749267,0.2209096390176617,2.330816550039276,0.15211518430601734,2.3884286919049638,47.06603387946336,2.368084122459414,53.64557816197231,2.3409580298653463,62.41830387198422
2.423474634964764,16.36936453837406,2.402508140241509,13.511386244669023,2.3745528139438354,10.940880376990954,2.4294949740093656,2.1256209740208973,2.421548417596747,0.3097945097070429,2.4006102943142533,0.22261428037334818,2.3726927966042624,0.15345454537119974,2.4303356395304823,47.406355135455215,2.4099893644704578,53.96699268152014,2.3828564494184947,62.66409144575613
