Marca,Modelo,Diameter,Rotation,Stages,min_flow,max_flow,flowxhead,flowxeff,flowxnpsh,flowxpower,eff_bop,eff_bop_flow,p80_eff_bop_flow,p110_eff_bop_flow
SCHNEIDER,BC92-1C,159,3500,1,1.0958359350082088,20.96817902900557,"[-9.704515422040098e-06, 0.0004945657552435451, -0.008796091260074862, 0.0037371793903300085, -0.4087611548209985, 46.34205581849979]","[1.4268545338208501e-05, -0.0012599646356688035, 0.036807890356035135, -0.705782467625477, 9.23807948863262, -1.0969765866925194]","[2.4752431593484727e-06, -0.00014791488087079283, 0.003290558787402955, -0.01974192573564328, 0.04869349259664198, 0.5915667872060958]","[-1.1590642367874484e-07, 4.388402638947136e-06, -3.7030720908915005e-05, -0.004236476074641859, 0.13889684024510077, 1.6206844354908534]",50.04398635508363,12.963400531804707,10.370720425443766,14.25974058498518
SCHNEIDER,BC92-1C,158,3500,1,1.0742469361436502,15.420001608003803,"[3.505599636918649e-05, -0.0013498874501598505, 0.019374079805768486, -0.26207538267118624, 0.38737215768990446, 42.82675795125801]","[0.00010374087787089628, -0.004973612890249342, 0.07987431417724436, -0.993474179666094, 10.533788762475979, -1.4223224456805568]","[-1.5604675994219264e-06, 0.00011275001058505536, -0.002731147302693273, 0.060201689927204864, -0.18837816995171558, 0.7485264705566635]","[1.9444921597543106e-06, -8.22299639189514e-05, 0.0012894929221120963, -0.013347368958873836, 0.133270617353682, 1.3995191730507837]",44.939343247344596,9.03516993721104,7.228135949768832,9.938686930932144
SCHNEIDER,BC92-1C,142,3500,1,1.0918781146223644,14.66805479213142,"[7.3709083920712964e-06, -9.497989359769042e-05, -0.0024731581823244243, -0.04903343470004805, -0.5158651478872888, 35.331306052946594]","[0.00016977879859632892, -0.007599164899530232, 0.11471860807509, -1.2098834784789714, 11.485015459129995, -0.978772007718866]","[-3.6568457383250527e-06, 0.00017875424910243588, -0.0033923684979918415, 0.06241781063863566, -0.19095229025938035, 0.7493532785576583]","[-2.321449931909362e-06, 8.430962867621759e-05, -0.0011132502293937187, 0.0028195020427228745, 0.06289458170884508, 1.064389168357569]",48.535796345978895,8.994036632555607,7.195229306044486,9.89344029581117
SCHNEIDER,BC92-1C,132,3500,1,1.0697650951310607,14.143157976861035,"[6.45696221388813e-05, -0.0024379306284334867, 0.033902674894844734, -0.2934525771102237, 0.23335614998323861, 30.411536630458034]","[0.00011726889759594828, -0.006826118798291444, 0.13598615670913963, -1.7368469584606412, 14.92215927956875, -0.25334168660469947]","[1.4118944360557743e-06, -5.870744085940445e-05, 0.0008250436127959106, 0.02804205784313363, -0.06962671151988192, 0.6224904535923553]","[-3.3145049612985875e-06, 0.00010372974386355897, -0.0011191686555206857, 0.0005747816306401057, 0.08623810865895774, 0.6154096589873422]",55.03261484673766,8.973469980227891,7.178775984182313,9.870816978250682
SCHNEIDER,BC92-1C,119,3500,1,1.088408512211748,13.998083029086233,"[-2.8465240539530185e-05, 0.0014350966388659932, -0.02513293756430351, 0.1397274266298515, -1.2409308173692832, 26.1697237002191]","[0.00023623386293782084, -0.012839425936537405, 0.2510814027042665, -2.783312122354556, 18.843219573576228, -0.5795443085839548]","[6.097772589192596e-07, -7.988654913656455e-06, -0.00033258294843762867, 0.03956555317339052, -0.1160217320224063, 0.6709922082528255]","[1.0311862781766172e-05, -0.00040233746548348027, 0.005748448059426611, -0.040252142988827705, 0.1780671102301953, 0.3014687458635379]",56.54080485584234,8.973469980227891,7.178775984182313,9.870816978250682
