Marca,Modelo,Diameter,Rotation,Stages,min_flow,max_flow,flowxhead,flowxeff,flowxnpsh,flowxpower,eff_bop,eff_bop_flow,p80_eff_bop_flow,p110_eff_bop_flow
SCHNEIDER,BC22-R112,201,3500,1,24.986345464795168,57.001901180127845,"[5.7696206551799e-08, -1.199544707767372e-05, 0.0009754292345698863, -0.047361440581950624, 1.017538737304282, 73.01448788863496]","[-3.3791549498334134e-08, 2.7417670133970884e-06, 0.00015945927777884784, -0.04225003621713242, 2.829027907856653, 2.342812608851865]","[1.87147451660912e-10, -1.0363349030007373e-07, 1.2960620690804902e-05, 0.003989197092554312, -0.17451908604641359, 3.7564456973964884]","[6.193358258926933e-08, -1.2445990538969363e-05, 0.0009741703623358521, -0.03762683798061129, 0.9411271138092416, 3.8597346190320696]",64.8431477079389,51.97644040122266,41.581152320978134,57.001901180127845
SCHNEIDER,BC22-R112,186,3500,1,23.098965542712236,54.53782183740847,"[-2.437595061504793e-08, 3.921024328693433e-06, -0.00023518492988803863, -0.001636040296125445, 0.12891286503853153, 66.80287419345579]","[-2.003162304580969e-08, -2.662006557020679e-06, 0.0006735382406884242, -0.06346166571002192, 3.2378285452068245, 1.7559742091829502]","[1.87147451660912e-10, -1.0363349030007373e-07, 1.2960620690804902e-05, 0.003989197092554312, -0.17451908604641359, 3.7564456973964884]","[1.8373213310292956e-07, -3.639960095176519e-05, 0.002805744386274691, -0.10554773481043173, 2.10985835257283, -6.395022019061533]",66.29360660868923,49.04261093374071,39.23408874699257,53.946872027114786
SCHNEIDER,BC22-R112,175,3500,1,21.176634140590732,50.9028679133969,"[1.2674814132563357e-08, -2.5239748809203206e-06, 0.00019202396386535286, -0.012253634498569374, 0.08503236434212579, 61.67656043173121]","[-1.0587949523664469e-07, 6.37107462737183e-06, 0.00047879908209673324, -0.06861262190282268, 3.324142003061225, 2.3841684078867567]","[1.87147451660912e-10, -1.0363349030007373e-07, 1.2960620690804902e-05, 0.003989197092554312, -0.17451908604641359, 3.7564456973964884]","[-8.060984016115403e-08, 1.4551549980052487e-05, -0.0010435172390346802, 0.036156151562125885, -0.44486868086512704, 10.341426511332145]",63.66464985107925,48.06781356632846,38.454250853062774,50.9028679133969
SCHNEIDER,BC22-R112,167,3500,1,20.37275009970356,46.516457168556016,"[-4.047566534453138e-08, 6.603352237222568e-06, -0.0004147420636172068, 0.0035505392359396247, 0.031383657749982675, 53.44411423137739]","[-5.903103769952232e-07, 8.428031642797204e-05, -0.004674107930707742, 0.09952418628114114, 0.71059986528424, 18.609218224747476]","[1.87147451660912e-10, -1.0363349030007373e-07, 1.2960620690804902e-05, 0.003989197092554312, -0.17451908604641359, 3.7564456973964884]","[1.040483795794128e-07, -1.722528080019291e-05, 0.0011007621249131954, -0.03488130637038204, 0.6963659281051526, 2.0555056120602875]",62.89409356005561,42.378410884612116,33.9027287076897,46.516457168556016
SCHNEIDER,BC22-R112,156,3500,1,19.079545338276365,41.5183955230401,"[1.79140257626101e-07, -2.5276095605157176e-05, 0.0013963631279719098, -0.04907571946578398, 0.7812595282702283, 40.06689882147464]","[1.9559602863251875e-07, -4.4755296912123374e-05, 0.003528257632649393, -0.16106528699933684, 4.81735093075308, -5.789444675396723]","[1.87147451660912e-10, -1.0363349030007373e-07, 1.2960620690804902e-05, 0.003989197092554312, -0.17451908604641359, 3.7564456973964884]","[4.476582810970952e-08, -6.651043173550781e-06, 0.0003858633897884501, -0.011958797072536258, 0.3135248621224318, 3.165380206539982]",60.491771005687866,38.29647554135621,30.637180433084968,41.5183955230401
