Marca,Modelo,Diameter,Rotation,Stages,min_flow,max_flow,flowxhead,flowxeff,flowxnpsh,flowxpower,eff_bop,eff_bop_flow,p80_eff_bop_flow,p110_eff_bop_flow
SCHNEIDER,BC91-ST1,123,3500,1,2.5168035944967246,7.589940104767711,"[0.0003270476565480964, -0.00783322785384756, 0.07219120997749365, -0.602254636747954, 0.702590981697434, 27.440614781830178]","[-0.0004423133732286656, 0.004755450869011193, 0.020967913344872788, -2.0190071194536414, 17.1197591669275, 4.7026915019691105]","[8.075057737260454e-05, -0.002048656635277301, 0.020125135547868097, -0.01816850261589722, 0.06960182566905, 1.845369312130099]","[-1.3681844178037056e-05, 0.00036845664659911786, -0.0038297931368111377, 0.015285045732465074, 0.061415563156036225, 0.4869842198836224]",44.0282106907095,4.560626170762655,3.648500936610124,5.016688787838921
SCHNEIDER,BC91-ST1,120,3500,1,2.7610704071963936,7.652406524888404,"[-4.6901867341235905e-05, 0.00119074374411328, -0.011223479738284683, -0.24163640555607518, -0.0261461746429141, 26.1464777807348]","[0.0032247514804786296, -0.0946124703551952, 1.0464500225230267, -7.128074930224994, 28.881446546048217, -2.4199857080975598]","[8.075057737260454e-05, -0.002048656635277301, 0.020125135547868097, -0.01816850261589722, 0.06960182566905, 1.845369312130099]","[-4.718086033198914e-06, 0.00015819736449661112, -0.002005739495782904, 0.00623303104568237, 0.08427339706986545, 0.36801130561544]",45.68445104227442,4.46961335144365,3.5756906811549203,4.9165746865880156
SCHNEIDER,BC91-ST1,111,3500,1,3.270717372050816,7.746435544571488,"[2.3016305626079662e-05, -0.0007415385216415532, 0.009777526221690697, -0.32183895524660405, 0.2530511147793613, 22.67906779952225]","[0.01038274873354248, -0.2948379794167898, 3.2355911312173973, -18.723830832788114, 57.655970474726985, -26.274905814533433]","[8.075057737260454e-05, -0.002048656635277301, 0.020125135547868097, -0.01816850261589722, 0.06960182566905, 1.845369312130099]","[-3.581436260066438e-06, 9.906077206269594e-05, -0.0010559819930955007, -0.0011841321006118262, 0.11256970700338301, 0.21301146972581597]",47.20819216571414,4.266885856982752,3.4135086855862014,4.693574442681027
